ann_id,annotation_type,stream,text,text_zh,t_start,t_end,clip_id,verb,noun,verb_category,work,source_dataset,split,text_clean,seg_dur_s
task:scene_03__A005/seq__c82ad3f7e88d2909cbf5__2023-04-20-10-59-13,task-instruction,complex_task,Ignite the alcohol burner.,,,,scene_03__A005/seq__c82ad3f7e88d2909cbf5__2023-04-20-10-59-13,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner.,
task:scene_03__A005/seq__e53a4037a875f96a13c6__2023-04-20-10-57-00,task-instruction,complex_task,Heat the beaker.,,,,scene_03__A005/seq__e53a4037a875f96a13c6__2023-04-20-10-57-00,heat,beaker,manipulate,OakInk2,OakInk2,full,heat the beaker.,
task:scene_03__A007/seq__15642db4d1b65d2d366b__2023-04-20-15-17-47,task-instruction,complex_task,Heat the beaker and stir experiment substances while heating.,,,,scene_03__A007/seq__15642db4d1b65d2d366b__2023-04-20-15-17-47,heat,beaker,manipulate,OakInk2,OakInk2,full,heat the beaker and stir experiment substances while heating.,
task:scene_03__A007/seq__29c5832dbc263a424a19__2023-04-20-14-43-10,task-instruction,complex_task,Heat the beaker.,,,,scene_03__A007/seq__29c5832dbc263a424a19__2023-04-20-14-43-10,heat,beaker,manipulate,OakInk2,OakInk2,full,heat the beaker.,
task:scene_03__A007/seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,task-instruction,complex_task,Prepare solution in the beaker through heating.,,,,scene_03__A007/seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,prepare,solution,manipulate,OakInk2,OakInk2,full,prepare solution in the beaker through heating.,
task:scene_03__A007/seq__71249a288dcbc7de02a5__2023-04-19-11-24-41,task-instruction,complex_task,Pour experiment substances between the test tubes twice.,,,,scene_03__A007/seq__71249a288dcbc7de02a5__2023-04-19-11-24-41,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances between the test tubes twice.,
task:scene_03__A007/seq__a3a31b0647ce1d79d4b6__2023-04-20-16-18-01,task-instruction,complex_task,"Pour experiment substances into the test tube, shake the test tube, and pour the mixed experiment substances back into the beaker.",,,,scene_03__A007/seq__a3a31b0647ce1d79d4b6__2023-04-20-16-18-01,pour,substances,merge,OakInk2,OakInk2,full,"pour experiment substances into the test tube, shake the test tube, and pour the mixed experiment substances back into the beaker.",
task:scene_03__A007/seq__a41a34ed89fef1760486__2023-04-20-15-42-09,task-instruction,complex_task,Place the asbestos mesh for heating.,,,,scene_03__A007/seq__a41a34ed89fef1760486__2023-04-20-15-42-09,place,mesh,leave,OakInk2,OakInk2,full,place the asbestos mesh for heating.,
task:scene_03__A007/seq__b379133add535ba8d4a3__2023-04-20-15-45-42,task-instruction,complex_task,Place the asbestos mesh for heating and heat the beaker.,,,,scene_03__A007/seq__b379133add535ba8d4a3__2023-04-20-15-45-42,place,mesh,leave,OakInk2,OakInk2,full,place the asbestos mesh for heating and heat the beaker.,
task:scene_03__A007/seq__b4fca9769ed69768fdcd__2023-04-19-11-27-31,task-instruction,complex_task,Pour experiment substances into the test tube and heat the test tube.,,,,scene_03__A007/seq__b4fca9769ed69768fdcd__2023-04-19-11-27-31,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances into the test tube and heat the test tube.,
task:scene_03__A007/seq__cffb94f7d9de086d3604__2023-04-20-15-33-14,task-instruction,complex_task,"Stir experiment substances in the beaker, pour the mixed experiment substances into the test tube, and then shake the test tube.",,,,scene_03__A007/seq__cffb94f7d9de086d3604__2023-04-20-15-33-14,stir,substances,merge,OakInk2,OakInk2,full,"stir experiment substances in the beaker, pour the mixed experiment substances into the test tube, and then shake the test tube.",
task:scene_03__A007/seq__d6fe3d7a900337a7efc5__2023-04-21-09-25-27,task-instruction,complex_task,"Put off the alcohol burner, stir the heated experiment substances, and transfer the mixed experiment substances.",,,,scene_03__A007/seq__d6fe3d7a900337a7efc5__2023-04-21-09-25-27,put,substances,leave,OakInk2,OakInk2,full,"put off the alcohol burner, stir the heated experiment substances, and transfer the mixed experiment substances.",
task:scene_03__A007/seq__e49f5ececafb957d3671__2023-04-19-11-03-53,task-instruction,complex_task,Put off the alcohol burner.,,,,scene_03__A007/seq__e49f5ececafb957d3671__2023-04-19-11-03-53,put,burner,leave,OakInk2,OakInk2,full,put off the alcohol burner.,
task:scene_03__A007/seq__ebd7071da8d0ac1af706__2023-04-20-15-54-43,task-instruction,complex_task,"Ignite the alcohol burner, heat the test tube, and shake the test tube after heating.",,,,scene_03__A007/seq__ebd7071da8d0ac1af706__2023-04-20-15-54-43,ignite,tube,access,OakInk2,OakInk2,full,"ignite the alcohol burner, heat the test tube, and shake the test tube after heating.",
task:scene_03__A008/seq__b4a4e494d33cfd68e95f__2023-04-23-10-43-46,task-instruction,complex_task,Pour experiment substances between the beaker and the test tube.,,,,scene_03__A008/seq__b4a4e494d33cfd68e95f__2023-04-23-10-43-46,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances between the beaker and the test tube.,
task:scene_04__A005/seq__8371a637b35c6a90c30d__2023-04-20-11-05-13,task-instruction,complex_task,Squeeze tooth paste.,,,,scene_04__A005/seq__8371a637b35c6a90c30d__2023-04-20-11-05-13,squeeze,paste,manipulate,OakInk2,OakInk2,full,squeeze tooth paste.,
